id;altura;ano_de_construccion;balcon_terraza;banos;categoria;costos_de_mantenimiento;direccion_exacta;enviado;localizacion;m2;m2.1;m2_de_construccion;niveles;parking;piscina;piso_numero;precio;precio_m2_de_construccion;precio_m2_de_terreno;precio_m2;recamaras;tamano_del_lote;tipo_de_pisos;description;feature;land_sq_meter;title
16844856;;NA;terraza;3.5;Casas;NA;;21/10/2020;Quepos;;NA;246;2;3;si;;140983.60655737706;₡349,593;₡248,554;;3;346;;"Casa con aires acondicionados en habitaciones y sala

Estar aca es ideal para descansar y a la vez disfrutar de todas las hermosas del canton de Aguirre   A 5 min de Playa Quepos en carro  a 3 min del Parque Nacional Manuel Antonio

CASA
De 2 plantas   3 Dormitorios  3 5 Banos  Sala  Cocina completamente equipada   Comedor Desayunador Parqueo para 3 carros Aire Acondcionado y tv  pscna
mide 346m2 de lote y 246 m2 de construccion  porton electrico   tanque de agua  

Comuniquese a los numeros";;NA;Casas en Quepos   Venta de casa en Puntarenas
16864840;;2000;balcon;2.5;;NA;;;;;NA;NA;2;;no;;239000;885.18;1,017.02;;3;235;Ceramica;;;NA;
16868508;;NA;;2;;28000;Tibas;;;;NA;147;NA;2;;;NA;;₡537,414;;3;147;;;Cerca de Escuela  Pet Friendly  Cerca del Trafico  Seguridad 24 Horas  Jardin;NA;
16868674;;2018;terraza;;Casas;NA;Tres Rios;23/10/2020;La Union Tres Rios;;NA;NA;2;;si;;225000;1,071.42;1,380.36;;3;163;Porcelanato;"Situado en una zona estrategica muy cerca de la ruta 32 con rapido acceso a Moravia 

Ante jardin 
2 Garajes 
Sala comedor
Cocina
3 habitaciones con closet
Cuarto de pilas
2 banos
patio abierto"; Parque Infantil;NA;Casas en San Juan   Venta de casa en condominio Tibas  un nivel
16874580;2.70;2017;terraza;1;;NA;;;;;NA;100;1;2;si;planta baja;NA;;;;2;;Porcelanato;;Cerca de Escuela  Pet Friendly  Cerca del Trafico  Vista a las Montanas  Parking de visitas;NA;
16884984;;NA;;2.5;Casas;NA;Condominio San Marino;10/10/2020;San Jose provincia;;NA;147;NA;2;;;159016.39344262294;₡659,863;;;3;;;"Lindo lugar para vivir  Seguridad 24 7  Condominio con piscina techada  piscina para ninos  gimnasio  cancha de basket  2 parques infantiles  se permiten mascotas  parqueo de visitas  

Casa con atico y patio amplio
800 M este de Ciudad del Este  en San Juan de La Union";;NA;Casas en Santa Ana   Se vende Casa de un solo nivel Casas en San Jose provincia   Casa en Condominio
16887511;;2002;terraza;3.5;;NA;600 oeste del Vivero Exotica;;;;NA;4500;2;2;si;;NA;;662.22;;4;450;Porcelanato;;;NA;
16903894;;NA;;;Casas;NA;;27/10/2020;;;NA;222;NA;4;;;NA;;;;;;;;Nevera  Microondas  Estufa  Lavaplatos  Lavadora;NA;Casas en Herradura   FINALMENTE UNA CASA DE PLAYA COSTEABLE
16910902;;NA;;2;Casas;NA;Residencial Lisboa  San Jose de Alajuela;19/10/2020;Alajuela;;NA;100;1;2;si;;83500;521.87;521.87;;2;160;Porcelanato Ceramica;"Venta de Linda casa para estrenar en condominio  Excelentes acabados  cielos altos  lamparas  luz led  agua caliente en toda la casa  

2 habitaciones
2 banos";;NA;Casas en Tejar   Casa 2 Habitaciones en Condominio
16924584;;NA;;;Casas;NA;;26/10/2020;Belen;;NA;NA;NA;;;;150000;1,000.00;1,000.00;;;;;"Casa de un solo nivel con acabados modernos 

Al traspasar la puerta principal  se encuentra con una espaciosa y naturalmente iluminada sala  con techo muy alto artesonado en madera de cedro  que a traves de puertas de vidrio se integra con una generosa terraza y un patio enorme  ideal para construir una hermosa piscina  delimitado con verjas cubiertas con setos naturales  

La cocina se integra a la terraza creando el perfecto ambiente para compartir con familia y amigos 

El area privada esta compuesta por una sala familiar en las que convergen las cinco habitaciones  de las cuales tres tienen su bano privado y dos de ellas comparten un bano grande 

La habitacion principal tiene acceso directo al patio y cuenta con un generoso closet y un amplio mueble con dos lavatorios separados del resto del bano 

Adicionalmente la casa tiene dos parqueos cerrados y dos sin techo  alacena  bano de visitas  cuarto y bano de servicio con acceso independiente  area de lavado 

Acabados  pisos de porcelanato en toda la casa  piezas sanitarias y griferias de Helvex  ventaneria blanca  sobres de cuarzo en banos y cocina  techos  cornizas  puertas y rodapies en cedro  closets secundarios en cedro  closet principal en melamina de alto brillo 

Ubicada en valle del sol  residencial de alto valor  que aloja precioso campo de golf  y canchas de Tenis ";Microondas  Estufa  Lavaplatos  Dispensador de agua caliente  Calentador de agua;NA;Casas en Santa Ana   Valle del Sol  casa de una planta
16935713;2.5;2014;;2.5;;158;BARLOVENTO;;;;NA;145;NA;2;;;NA;;;;3;187;Porcelanato;;Cerca de Escuela;NA;
16935775;2;NA;terraza;4;Casas;NA;PIEDADES DE SANTA ANA;13/10/2020;Guacima;;NA;180;2;6;si;;325000;1,944.44 928.57;214.32;;3;1633;Otro;"HERMOSA VILLA DE DOS NIVELES COMPLETAMENTE REMODELADA 

PRIMER NIVEL 

 Amplio salon  open space con amplios vidrieras panoramicas y acceso directo al deck y la piscina  con la MEJOR VISTA 

 Cocina

 Un dormitorio con bano privado

 Bano compleno para visitas

 Area de lavanderia

  Dormitorio de servicio

SEGUNDO PISO

 Dos dormitorios cada uno con su bano privado

LA CASA TIENE UNA PRECIOSA PISCINA CON DECK DE 40 METROS Y SU RANCHO  EL MEJOR ATARDECER DE LA ZONA";;NA;Casas en Santa Ana   CASA PARA VENTA EN PIEDADES   PISCINA 350 000
16941083;;2003;;2.5;;70000;;;;;NA;180;2;3;;;NA;;;;3;;Ceramica;;Microondas  Estufa  Lavaplatos  Dispensador de agua caliente  Calentador de agua  Lavadora;NA;
16966195;;NA;;2.5;Casas;NA;;24/10/2020;;;NA;135;NA;2;;;NA;;;;3;;;Linda casa con excelentes amenidades  Precio negociable  Cerca de las areas comunes  piscina  salon de eventos  parqueo de visitas y juegos infantiles  Casas con 2 metros de separacion entre cada una  Patio grande  Opcional  electrodomesticos  juego de comedor  cama y sillon  ;Calentador de agua;NA;Casas en Guacima   Casa Condominio Natura Viva
16967017;2.40;NA;;1 2;Casas;NA;;24/10/2020;Pavas;;NA;52;1;2;no;1;106557.37704918033;₡325,000;;;2 3;;Porcelanato;"Ubicados a 15 minutos de Curridabat y a 10 minutos de Cartago Centro se encuentra el Residencial Celajes Azules  un lugar rodeado de Naturaleza y con la cercania suficiente para el desplazamiento hacia su sitio de trabajo o estudios  una zona tranquila donde descansar y un lugar ideal para comprar su casa 

 Area de construccion de 52 m2 segun CFIA
 Lotes desde los 140 m2
 Distribuidas con Sala  comedor  cocina  2 habitaciones un bano
 Area de lavanderia
 Amplio patio
 Espacio para 2 vehiculos
 Cierre perimetral con tapias prefabricadas 
 Frentes de 7m lineales 
 Acabados de lujo 
 pisos en porcelanato
 Pet friendly 
 playground
 Facil acceso a servicio de transporte publico
 Facil acceso a comercio y servicios oki publicos 
 
Acceso para entrada y salida por 4 puntos  la Angelina  Rancho Redondo  San Ramon de Tres Rios o La Florencio del Castillo 
 Horario de atencion de llamadas y whats app 24 7
 Horario de visita amplio con cita previa 
 informacion al 84896161 PAVAS  OPORTUNIDAD UNICA    2 x 1 GRANDIOSA OPORTUNIDAD     No encontrara una oportunidad como esta  Llevese 2 Casas por el precio de 1  todo dentro del mismo lote  cada casa consta de 3 habitaciones y 2 banos  muy bonitas  actualmente cada casa esta dividida por la mitad  y se han creado 4 apartamentos totalmente independientes   El diseno permite unificarlas en 2 casas nuevamente de manera muy facil  viva en una de las casas y en la otra su familia  o viva en uno de los apartamentos y alquile 3 apartamentos y con los alquileres le paga la cuota al banco  Excelente ubicacion a un Kilometro de la Embajada Americana   Pavas  en el Residencial Llanos del Sol  el cual es un Residencial de clase media  con muchas casas nuevas  y mucha plusvalia  lugar muy seguro y tranquilo  con muchas comodidades cerca  clinica Coopesalud a 500 metros  maxi pali y farmacia a 600 metros  y toda la gran zona comercial de Pavas  a menos de un Kilometro de Plaza Rohmoser  excelente servicio de buses  aproveche compare precios en la zona  y no encontrara nada que se le acerque a esta gran oportunidad     Se considera la posibilidad de cambiar por otra propiedad  65 millones negociable ";Cerca de Escuela  Pet Friendly  Cerca del Trafico  Parque Infantil  Sala y Comedor;NA;Casas en Occidental   Venta de casa en Cartago 84896161 Quircot Casas en Pavas   PAVAS GRAN OPORTUNIDAD    2 X 1 UN KILOMETRO DE LA EMBAJADA AMERICANA
16971697;2.70;2017;terraza;1;;55000;Alajuela  Guacima  Rincon Chiquito  Condominio Malinches Filial 41;;;;NA;100;1;2;si;planta baja;NA;;₡471,000;;2;100;Porcelanato;;Cerca de Escuela  Pet Friendly;NA;
16974072;;2020;terraza;2.5;;NA;Sabanilla;;;;NA;143;2;2;si;;172000;1,202.79;;;3;;Porcelanato;"Casas en Condominio con todas las comodidades  excelente ubicacion  seguridad y ambiente familiar 
Son 81 unidades  cuenta casa club  piscina para ninos y adultos  zona de terraza y gimnasio totalmente equipado  Cuenta con zona de juegos infantiles  Ranchos de BBQ  Salon Multiuso  Cancha de Futbol 5 y areas verdes  Todo  pensado para que tengas en un solo lugar todo lo que ocupas 

OPCIONES DESDE 172 MIL";Dispensador de agua caliente  Calentador de agua;NA;Casas en Sabanilla   Amplias Casas en Condominio  Sabanilla
16976541;;NA;;;Casas;NA;;24/10/2020;Perez Zeledon;;NA;NA;NA;;;;90163.9344262295;₡289,473;;;;;;"La casa esta ubicada en Barrio Condega en el centro de Liberia  a 400 metros del Parque Central de Liberia  a menos de 20 minutos del aeropuerto Daniel Oduber y cerca de zonas de playa  Hermosa  Coco  Papagayo  entre otras 

Casa de 2 plantas construida en el ano 2007  con finos acabados internos y externos 

Iniciaremos el recorrido por la casa en 

Primera planta  Cuenta con area de recibidor  un estudio  El cual puede ser usado como habitacion o cuarto de estudio   areas de sala y comedor  Cocina con finos muebles de madera y sobres de granito  se cuenta con escaleras de madera y bajo de ellas se cuenta con medio bano  Ademas se encuentra un muy amplio cuarto de pilas o lavanderia y bodega 

Segunda planta  Esta planta cuenta con 4 habitaciones  La principal cuenta con salida hacia el balcon y bano completo  Las otras habitaciones cuentan con un bano compartido completo y una de las habitaciones tiene salida al balcon 

Exterior  Cuenta con porton electrico con espacio para 2 carros  Tiene jardin frontal  un pequeno jardin lateral  y un amplio jardin posterior en el cual podran encontrar un rancho BBQ  

La casa no estaria amueblada para su venta  

Puede localizarnos a los siguientes numeros 

1    506  8819 6465 
2    506  2225 7184 ASELECOM Abogados de Lunes a Viernes en horas de oficina
3    506  8706 7235
4    506  6245 9425
5  Whatsapp al numero   506  8813 5894"; Calentador de agua;NA;Casas en Liberia   Hermosa casa en Liberia centro  espaciosa de 4 habitaciones y con su propio rancho BBQ
16979289;2 Niveles;2017;;2.5;;NA;Jaco  Garabito  Barrio Ricos Y Famosos  Casa No  40 Frente a calle Europa;;;;NA;190;2;2;si;;NA;1,394.73;1,204.54;;3;220;Porcelanato;;Calentador de agua;NA;
16983444;;NA;;2.5;;NA;;;;;NA;290;NA;2;;;NA;;;;3;;;;Cerca de Escuela  Pet Friendly  Cerca del Trafico  Vista a las Montanas  Parking bajo techo  Lavanderia interna  1 Studio  Desayunador  Terreno en esquina  Garaje techado  Sala y Comedor  Walk in closet;NA;
16986504;;NA;balcon;2.5;;NA;;28/10/2020;San Juan;;NA;170;NA;2;;;155737.70491803277;₡558,823;₡1,187,500;;3;80;;;Cerca de Escuela  Seguridad 24 Horas;NA;
16986548;;NA;;;Casas;NA;;28/10/2020;Jaco;;NA;NA;NA;;;;265000;;;;;;;"Venta casas en condominio Villa Coral en San Juan de Tibas  cerca de parada de autobus  Centros comerciales  Centros Educativo  Colegios  Supermercados  Farmacias  Auto mercado  entre otros  

Aproveche esta oportunidad unica de vivir en un lugar perfecto con excelente ubicacion y alta plusvalia con multiples accesos y con magnificas amplias zonas verdes 

Esta hermosa casa esta construida con materiales de lujo  y por su diseno presenta una fabulosa iluminacion natural  y ventilacion  

Zona muy centrica y tranquila para vivir

Las casas son amplias de dos niveles con una construccion solida de alta calidad completamente en blocks incluyendo las divisiones internas y con paredes independientes entre vecinos 

Primer nivel  garage para dos carros  sala  comedor  medio bano  cocina y patio de pilas 

Segundo nivel  cuarto principal con bano propio y walking closet  dos cuartos con su respectivo closet  un bano compartido y area para sala de TV o de estudio 


Casas listas para ser ocupadas de inmediato

El condominio cuenta con area de juegos para ninos y rancho para actividades sociales  calles de adoquin y buena iluminacion 

Financiamiento a 30 anos en diferentes bancos con avaluos aprobados "; Parque Infantil  Desayunador  Patio  Garaje techado  Sala y Comedor  Area Social  Walk in closet  Area de BBQ;NA;Casas en San Juan   CONDOMINIO CASAS NUEVAS EN TIBAS  CONSTRUCCION DE PRIMERA CALIDAD
16992286;;NA;;2.5;Casas;NA;;29/10/2020;Santa Ana;;NA;147;NA;2;;;165000;1,122.44;;;3;;;"La propiedad cuenta con 3 cuatros   cuarto de servicio  3 5 banos  El cuarto principal tiene bano propia con tina y jacuzzi   cocina  sala de tv  hall comedor  patio de pilas  jardin  garage para 2 vehiculos y parqueo hasta para 6  Cerca de la Facultad deportiva de la UCR  a 200m del Fresh Market  farmacias  transporte publico  centros educativos  todas las edades   Ideal para vivienda o negocio  Propiedad valorada en mas de 375 000 en area de gran plusvalia  Casa en condominio de dos niveles  183 56 metros cuadrados de lote y 147 74 de construcion  con buenos acabados  de tres habitaciones  la principal con walking closet las secundarias con closet  dos banos completos mas el de visitas  sala comedor con un tamano correcto  cocina independiente con sobre de granito  terraza y patio mediano  pequena bodega  estacionamiento para dos carros  con posibilidad de un tercero  El ambiente es muy familair en el condominio  con muchos ninos 
El condominio cuenta con dos piscina  dos rancho  juegos para ninos areas verdes seguridad 24 7 ";;NA;Casas en Mercedes   Gran oportunidad Casa Grande Sabanilla Casas en Santa Ana   OPORTUNIDAD Casa en Condominio con Mucha Luz Natural Buenos Acabados Buena Ubicacion
17091151;;NA;;2;Casas;NA;;28/10/2020;San Pablo;;NA;165;NA;2;;;167000;1,012.12;;;4;;;;;NA;Casas en Tejar   Casas Independientes en Condominio  Tejar Cartago
17105040;;NA;;;Casas;NA;;11/10/2020;San Vicente;;NA;NA;NA;;;;210000;893.61;;;;;;Se vende quinta de 7 060 metros a 10 minutos del centro de Santa Barbara a 30 minutos de Heredia y 30 minutos al Aeropuerto Internacional Juan Santa Maria y 30 minutos Alajuela  el Clima de la zona es fresco tiene sonas verdes un lugar con mucha paz  nos pasa un riachuelo en un en la Quinta y tiene una Catarata tambien tiene plantas medicinales arboles frutales las construcciones se componen de una casa principal con dos cuartos sala comedor con una cocina muy amplia con ventanales y vista al valle central un bano con ducha cuarto de pilas espacio para dos vehiculos tambien cuenta con un apartamento para visitas con bano servicio cocina igual con ventanales amplios  una casa para peon con una bodega para herramientas  y tambien cuenta con dos ranchos con servicio y bano para eventos sociales  tiene una plasa para hacer deporte o sirve para parqueo y se podria usar como Elipuerto  tiene una sona para huerta  cuenta con todos los servicios publicos  papeles en regla y al dia con plano catastrado  las construcciones son nuevas  un lugar de mucha mucha paz para vivir excelente vista hacia el valle central  cuenta con portones electricos para el ingreso es un lugar seguro por su ubicacion  Tiene arboles de cipres maderables y cipres ya medianos  La venta es directo con el propietario; Parking de visitas  Cuarto y bano de empleada  Seguridad 24 Horas;NA;Casas en Santa Barbara   Quinta en San Bosco Santa Barbara de Heredia
17131634;;2020;terraza;5;;280;Valle del Sol  Golf Community;26/10/2020;Santa Ana;;NA;420;1;4;;;680000;1,619.04;554.19;;5;1227;Porcelanato;;;NA;
17138226;;NA;balcon;2.5;Casas;NA;Santa Ana  Urb Rio Oro;10/10/2020;Santa Ana;;NA;150;NA;4;;;398000;1,335.57;780.39;;3;510;Ceramica;"Lote 350 m2  Casa 150 m2 de construccion   amplia cochera  
100  block  Techo hierro  Agua caliente   Info al inbox o WhatsApp 73000009 
Primer piso  sala comedor  1 2 bano  cocina  pilas  bodega  Patio en los cuatro costados  Perfecto para mascotas 
Segundo piso muy amplio  3 cuartos   principal con bano y walking closed  2 cuartos secundarios   1 bano completo  sala con vista al oeste  sala tv  bodega pequena  balcon interno  tipo sala secundaria ";;NA;Casas en San Rafael   Venta de Casa   Oportunidad 
17138294;;NA;;2;;NA;;;;;NA;136;NA;2;;;NA;;;;3;;;;Cerca de Escuela  Pet Friendly  Cerca del Trafico  Parking bajo techo  Lavanderia interna;NA;
17149411;;NA;;4.5;;NA;Platgnares   San Jeronimo de Moravia ;;;;NA;340;1;4;no;1;NA;;;;3;1850;Porcelanato;;Cerca de Escuela;NA;
17158573;;NA;;;Casas;NA;;20/10/2020;Tejar;;NA;NA;NA;;;;103278.68852459016;₡533,898;;;;;;"Casa a estrenar   disenada para el ahorro de energia  buena ventilacion  espacios amplios  espectacular cocina con plantilla  horno  vinera  conexion entre Alajuela  Heredia y San Jose 
La casa tiene previstas para tv por cable  para instalacion del calentador de agua  tablero electrico 
Seguridad 24 7  circuito cerrado  planta de tratamiento de aguas  paneles solares para las piscinas y areas del condominio  Facil acceso a vias y transporte publico  cerca de colegios  universidades y comercios "; Parque Infantil  Patio  Garaje techado  Sala y Comedor  Area Social  Walk in closet  Lobby  Jacuzzi;NA;Casas en Rio Segundo   Casa en venta a estrenar  con finos acabados Rio Segundo 20 381
